image_name,name,bit_rate,ssim
image_05970.jpg,RGB-50,0.13353,0.9371936377286911
image_04065.jpg,RGB-50,0.1463,0.855321629047394
image_01599.jpg,RGB-50,0.15013,0.8840827567577363
image_05752.jpg,RGB-50,0.1452,0.8652383791208267
image_02251.jpg,RGB-50,0.1361,0.8985991031527519
image_06136.jpg,RGB-50,0.1446,0.9381273039579392
image_00861.jpg,RGB-50,0.13807,0.9260725098252296
image_07712.jpg,RGB-50,0.16557,0.8802818777561188
image_01988.jpg,RGB-50,0.1488,0.8780899255871772
image_01631.jpg,RGB-50,0.1371,0.9322956016659737
image_00184.jpg,RGB-50,0.15193,0.8833404881358147
image_03907.jpg,RGB-50,0.12197,0.9351831788420679
image_08066.jpg,RGB-50,0.13833,0.9162583161592484
image_03117.jpg,RGB-50,0.1406,0.9467239206433297
image_02787.jpg,RGB-50,0.13147,0.9333064581155778
image_06468.jpg,RGB-50,0.1222,0.8752165201306343
image_05581.jpg,RGB-50,0.1417,0.9060868324041367
image_05806.jpg,RGB-50,0.15837,0.8900618528723717
image_02530.jpg,RGB-50,0.13423,0.9044752855896951
image_03150.jpg,RGB-50,0.16107,0.9064573017954827
image_01859.jpg,RGB-50,0.1341,0.9207542644143104
image_07917.jpg,RGB-50,0.15633,0.8787597477436067
lowCat1.png,RGB-50,0.11427,0.9870000071525575
image_06174.jpg,RGB-50,0.14987,0.9037259509563447
image_00264.jpg,RGB-50,0.13447,0.9089284209609032
image_00850.jpg,RGB-50,0.1538,0.9043057410120965
image_04605.jpg,RGB-50,0.1372,0.9409051396250726
image_06943.jpg,RGB-50,0.11603,0.9282715875506402
image_06720.jpg,RGB-50,0.1312,0.9348167585134506
image_05800.jpg,RGB-50,0.13957,0.931044044315815
image_01464.jpg,RGB-50,0.1415,0.927274227976799
image_01431.jpg,RGB-50,0.14387,0.9410794279575347
image_04094.jpg,RGB-50,0.15217,0.8196375766396524
image_06579.jpg,RGB-50,0.16353,0.9033379753232003
image_04566.jpg,RGB-50,0.14297,0.9157675657868387
image_04613.jpg,RGB-50,0.13813,0.9125752966403962
image_03237.jpg,RGB-50,0.13823,0.9126387915015222
image_01028.jpg,RGB-50,0.154,0.9002926633358003
divano1.jpeg,RGB-50,0.1,0.940377252995968
cat3.jpg,RGB-50,0.13637,0.911138236641884
image_01377.jpg,RGB-50,0.14617,0.90266924482584
image_02597.jpg,RGB-50,0.12243,0.9601315780878068
image_05894.jpg,RGB-50,0.14217,0.9031390551924707
image_04473.jpg,RGB-50,0.13403,0.8905930343270303
image_05756.jpg,RGB-50,0.1384,0.8965696692466737
image_07991.jpg,RGB-50,0.15213,0.9182209008336067
image_00883.jpg,RGB-50,0.15563,0.9017614806890488
image_04447.jpg,RGB-50,0.13643,0.9035874094963074
image_05404.jpg,RGB-50,0.15407,0.8785494148135186
image_07922.jpg,RGB-50,0.16327,0.9098983699679375
image_01572.jpg,RGB-50,0.14323,0.9062942476272584
image_03596.jpg,RGB-50,0.14417,0.8984718355536461
image_05849.jpg,RGB-50,0.13687,0.8777235052585601
image_06852.jpg,RGB-50,0.13987,0.9169056699872017
image_04511.jpg,RGB-50,0.16447,0.8455496925115585
image_00209.jpg,RGB-50,0.15403,0.8388881705403328
image_02501.jpg,RGB-50,0.15083,0.8902603164911271
image_02663.jpg,RGB-50,0.13833,0.9217904076576233
image_06272.jpg,RGB-50,0.144,0.9261985071301462
image_02509.jpg,RGB-50,0.13807,0.9247336792945862
image_02159.jpg,RGB-50,0.12887,0.9268632679581643
image_07598.jpg,RGB-50,0.15883,0.9090730955600739
image_03118.jpg,RGB-50,0.15197,0.8896250701546669
image_06339.jpg,RGB-50,0.1622,0.8036006880998612
image_07647.jpg,RGB-50,0.14857,0.9042228940129281
image_02032.jpg,RGB-50,0.15187,0.8892448155283929
cat2.jpeg,RGB-50,0.12013,0.936482034802437
image_03708.jpg,RGB-50,0.1522,0.8617941153645515
image_08017.jpg,RGB-50,0.16343,0.8702613803744317
image_01202.jpg,RGB-50,0.1039,0.9592778808474541
image_05551.jpg,RGB-50,0.14237,0.9078717743754388
image_03254.jpg,RGB-50,0.144,0.8999137980937958
image_01100.jpg,RGB-50,0.13993,0.9062723152041436
image_03054.jpg,RGB-50,0.15563,0.870302446603775
image_01472.jpg,RGB-50,0.14503,0.9175741424560548
image_00034.jpg,RGB-50,0.1339,0.8796306733489037
image_00936.jpg,RGB-50,0.13933,0.9312929624319076
image_07434.jpg,RGB-50,0.13783,0.8995406690239907
image_06057.jpg,RGB-50,0.1456,0.875171067416668
image_05001.jpg,RGB-50,0.14813,0.8519685882925987
divano2.jpeg,RGB-50,0.11,0.9225346412658693
image_00666.jpg,RGB-50,0.1163,0.9039204647541046
image_06337.jpg,RGB-50,0.14303,0.8718818192481994
image_06840.jpg,RGB-50,0.13023,0.9223409809470177
image_03171.jpg,RGB-50,0.14703,0.9283870255351067
image_01646.jpg,RGB-50,0.12327,0.9389100235104562
