image_name,name,bit_rate,ssim
image_05970.jpg,BN-RGB-25,0.1327,0.8947362576127053
image_04065.jpg,BN-RGB-25,0.13157,0.7317268077135086
image_01599.jpg,BN-RGB-25,0.14403,0.784514855325222
image_05752.jpg,BN-RGB-25,0.14497,0.7573149588704109
image_02251.jpg,BN-RGB-25,0.1355,0.8525959746837617
image_06136.jpg,BN-RGB-25,0.13833,0.8896132008433342
image_00861.jpg,BN-RGB-25,0.13543,0.8704576408267022
image_07712.jpg,BN-RGB-25,0.1578,0.746082501590252
image_01988.jpg,BN-RGB-25,0.14253,0.6953899828791619
image_01631.jpg,BN-RGB-25,0.13783,0.8665950136184692
image_00184.jpg,BN-RGB-25,0.14737,0.7911682990193367
image_03907.jpg,BN-RGB-25,0.1235,0.8808564873933793
image_08066.jpg,BN-RGB-25,0.12913,0.8232507101297379
image_03117.jpg,BN-RGB-25,0.14157,0.8938107887506486
image_02787.jpg,BN-RGB-25,0.1292,0.7893145428299904
image_06468.jpg,BN-RGB-25,0.11273,0.775355557858944
image_05581.jpg,BN-RGB-25,0.1391,0.8193525742292405
image_05806.jpg,BN-RGB-25,0.1579,0.8179707918763162
image_02530.jpg,BN-RGB-25,0.126,0.8266330073475838
image_03150.jpg,BN-RGB-25,0.15403,0.8014729453325272
image_01859.jpg,BN-RGB-25,0.12453,0.8285156825780868
image_07917.jpg,BN-RGB-25,0.14713,0.7259522885084153
lowCat1.png,BN-RGB-25,0.11613,0.9677597343921662
image_06174.jpg,BN-RGB-25,0.13443,0.8008602467179299
image_00264.jpg,BN-RGB-25,0.11837,0.8436807523369789
image_00850.jpg,BN-RGB-25,0.14603,0.8194162477254867
image_04605.jpg,BN-RGB-25,0.1333,0.8681806980371476
image_06943.jpg,BN-RGB-25,0.11413,0.7290153449177743
image_06720.jpg,BN-RGB-25,0.13037,0.878201036632061
image_05800.jpg,BN-RGB-25,0.13337,0.8789748244285585
image_01464.jpg,BN-RGB-25,0.13197,0.8733196136355401
image_01431.jpg,BN-RGB-25,0.1369,0.8931480524539948
image_04094.jpg,BN-RGB-25,0.14617,0.6995062521100044
image_06579.jpg,BN-RGB-25,0.15583,0.8284831511378289
image_04566.jpg,BN-RGB-25,0.14463,0.8472569679021836
image_04613.jpg,BN-RGB-25,0.13687,0.8372616580724717
image_03237.jpg,BN-RGB-25,0.13307,0.8479374486207962
image_01028.jpg,BN-RGB-25,0.147,0.7903848252296448
divano1.jpeg,BN-RGB-25,0.09943,0.9123043865561486
cat3.jpg,BN-RGB-25,0.13987,0.8551134397387505
image_01377.jpg,BN-RGB-25,0.14603,0.7806589368581772
image_02597.jpg,BN-RGB-25,0.126,0.9094080959558487
image_05894.jpg,BN-RGB-25,0.13997,0.8216917018890381
image_04473.jpg,BN-RGB-25,0.1302,0.8007755339741708
image_05756.jpg,BN-RGB-25,0.12943,0.8058818784356118
image_07991.jpg,BN-RGB-25,0.14807,0.7913318295478822
image_00883.jpg,BN-RGB-25,0.15347,0.821613499403
image_04447.jpg,BN-RGB-25,0.1261,0.8192960064411164
image_05404.jpg,BN-RGB-25,0.1501,0.7950142139196397
image_07922.jpg,BN-RGB-25,0.1537,0.7952516398429871
image_01572.jpg,BN-RGB-25,0.13813,0.8289595511555672
image_03596.jpg,BN-RGB-25,0.13623,0.7425111687183381
image_05849.jpg,BN-RGB-25,0.13373,0.7808387430310251
image_06852.jpg,BN-RGB-25,0.13917,0.7905882112383844
image_04511.jpg,BN-RGB-25,0.15477,0.6659757353961469
image_00209.jpg,BN-RGB-25,0.14763,0.7521910486221315
image_02501.jpg,BN-RGB-25,0.15063,0.8135465160012246
image_02663.jpg,BN-RGB-25,0.12213,0.8079662724137306
image_06272.jpg,BN-RGB-25,0.1425,0.853371608376503
image_02509.jpg,BN-RGB-25,0.13287,0.8830259712338449
image_02159.jpg,BN-RGB-25,0.12117,0.882722073197365
image_07598.jpg,BN-RGB-25,0.1531,0.783344279229641
image_03118.jpg,BN-RGB-25,0.13887,0.8210609412789345
image_06339.jpg,BN-RGB-25,0.15847,0.6778493240475655
image_07647.jpg,BN-RGB-25,0.14977,0.8254155693054199
image_02032.jpg,BN-RGB-25,0.1442,0.7938822627067565
cat2.jpeg,BN-RGB-25,0.12117,0.9029071074128152
image_03708.jpg,BN-RGB-25,0.144,0.5904164933860303
image_08017.jpg,BN-RGB-25,0.14937,0.7519301024079323
image_01202.jpg,BN-RGB-25,0.10433,0.8891237604618072
image_05551.jpg,BN-RGB-25,0.13907,0.8182071261405945
image_03254.jpg,BN-RGB-25,0.13357,0.8384686161875726
image_01100.jpg,BN-RGB-25,0.13303,0.8056990354657174
image_03054.jpg,BN-RGB-25,0.1536,0.7599120554924012
image_01472.jpg,BN-RGB-25,0.13253,0.848308612704277
image_00034.jpg,BN-RGB-25,0.1354,0.8166221364140511
image_00936.jpg,BN-RGB-25,0.1351,0.8578509038686754
image_07434.jpg,BN-RGB-25,0.14193,0.8372169397473336
image_06057.jpg,BN-RGB-25,0.14577,0.788494250357151
image_05001.jpg,BN-RGB-25,0.14117,0.7390112501978874
divano2.jpeg,BN-RGB-25,0.11127,0.7723700687885284
image_00666.jpg,BN-RGB-25,0.11297,0.8629721345901489
image_06337.jpg,BN-RGB-25,0.13967,0.7573842891454697
image_06840.jpg,BN-RGB-25,0.1273,0.7999444241523743
image_03171.jpg,BN-RGB-25,0.14167,0.7964000453352928
image_01646.jpg,BN-RGB-25,0.12627,0.8608433200120925
