image_name,name,bit_rate,ssim
image_04447.jpg,10 subsampling 4:4:4,0.04597,0.6868927468657494
image_04447.jpg,50 subsampling 4:4:4,0.09273,0.9039477760791779
image_04447.jpg,70 subsampling 4:4:4,0.1158,0.971370327293873
image_04447.jpg,90 subsampling 4:4:4,0.17073,0.9853325475454331
image_01431.jpg,10 subsampling 4:4:4,0.04627,0.7518985832333565
image_01431.jpg,50 subsampling 4:4:4,0.09373,0.9289634016752244
image_01431.jpg,70 subsampling 4:4:4,0.11317,0.9869506046175958
image_01431.jpg,90 subsampling 4:4:4,0.1652,0.9929276365041734
image_05970.jpg,10 subsampling 4:4:4,0.04347,0.7549128921031951
image_05970.jpg,50 subsampling 4:4:4,0.0851,0.9257229407429697
image_05970.jpg,70 subsampling 4:4:4,0.10047,0.9858041641116142
image_05970.jpg,90 subsampling 4:4:4,0.14473,0.992087614774704
image_02251.jpg,10 subsampling 4:4:4,0.04537,0.7088024833202362
image_02251.jpg,50 subsampling 4:4:4,0.09433,0.8974410712122918
image_02251.jpg,70 subsampling 4:4:4,0.1189,0.9806782690286637
image_02251.jpg,90 subsampling 4:4:4,0.17673,0.9891206640601158
image_05806.jpg,10 subsampling 4:4:4,0.05773,0.786814107656479
image_05806.jpg,50 subsampling 4:4:4,0.1288,0.9344092521071434
image_05806.jpg,70 subsampling 4:4:4,0.15437,0.9915519078969957
image_05806.jpg,90 subsampling 4:4:4,0.2294,0.9952938373088838
image_05581.jpg,10 subsampling 4:4:4,0.04777,0.7499058489203454
image_05581.jpg,50 subsampling 4:4:4,0.1022,0.9185718593001366
image_05581.jpg,70 subsampling 4:4:4,0.12573,0.9838815540075303
image_05581.jpg,90 subsampling 4:4:4,0.1869,0.9910112190842629
lowCat1.png,10 subsampling 4:4:4,0.04167,0.8668217809796334
lowCat1.png,50 subsampling 4:4:4,0.06553,0.9714947764277458
lowCat1.png,70 subsampling 4:4:4,0.07873,0.9818564073443414
lowCat1.png,90 subsampling 4:4:4,0.1249,0.9912183167338372
image_05752.jpg,10 subsampling 4:4:4,0.0504,0.6997077922224999
image_05752.jpg,50 subsampling 4:4:4,0.11783,0.9108942806124687
image_05752.jpg,70 subsampling 4:4:4,0.1436,0.9848888576030732
image_05752.jpg,90 subsampling 4:4:4,0.21567,0.9916219527125358
image_06840.jpg,10 subsampling 4:4:4,0.04597,0.7435001522898675
image_06840.jpg,50 subsampling 4:4:4,0.0948,0.9355644060373307
image_06840.jpg,70 subsampling 4:4:4,0.11377,0.9818420768380166
image_06840.jpg,90 subsampling 4:4:4,0.16763,0.990743067920208
image_04094.jpg,10 subsampling 4:4:4,0.04997,0.6791344251036644
image_04094.jpg,50 subsampling 4:4:4,0.1124,0.9061614423394203
image_04094.jpg,70 subsampling 4:4:4,0.13657,0.9872555347681047
image_04094.jpg,90 subsampling 4:4:4,0.2039,0.9930271759629251
image_07434.jpg,10 subsampling 4:4:4,0.04837,0.7381493357419968
image_07434.jpg,50 subsampling 4:4:4,0.10687,0.9223359791636467
image_07434.jpg,70 subsampling 4:4:4,0.12727,0.9878116457462311
image_07434.jpg,90 subsampling 4:4:4,0.18853,0.9931966609954834
image_06579.jpg,10 subsampling 4:4:4,0.05747,0.7956069450974466
image_06579.jpg,50 subsampling 4:4:4,0.1223,0.9478861604332924
image_06579.jpg,70 subsampling 4:4:4,0.1485,0.9903744642734528
image_06579.jpg,90 subsampling 4:4:4,0.22217,0.9947017015814781
image_07991.jpg,10 subsampling 4:4:4,0.05173,0.741354704797268
image_07991.jpg,50 subsampling 4:4:4,0.1145,0.9279105262756349
image_07991.jpg,70 subsampling 4:4:4,0.14033,0.9818272898197175
image_07991.jpg,90 subsampling 4:4:4,0.20967,0.991012310743332
image_00861.jpg,10 subsampling 4:4:4,0.0463,0.7354412471652032
image_00861.jpg,50 subsampling 4:4:4,0.09453,0.920979701936245
image_00861.jpg,70 subsampling 4:4:4,0.11263,0.9824552915096285
image_00861.jpg,90 subsampling 4:4:4,0.16607,0.9907120251059534
image_03708.jpg,10 subsampling 4:4:4,0.05077,0.6785957012772561
image_03708.jpg,50 subsampling 4:4:4,0.11197,0.9024899547100068
image_03708.jpg,70 subsampling 4:4:4,0.14123,0.9709430519342424
image_03708.jpg,90 subsampling 4:4:4,0.21243,0.9849769048690795
image_06057.jpg,10 subsampling 4:4:4,0.04983,0.7027424257993699
image_06057.jpg,50 subsampling 4:4:4,0.11,0.9124410225749016
image_06057.jpg,70 subsampling 4:4:4,0.13213,0.9893900458216667
image_06057.jpg,90 subsampling 4:4:4,0.19567,0.9939150520563126
image_05001.jpg,10 subsampling 4:4:4,0.0495,0.6506450808048249
image_05001.jpg,50 subsampling 4:4:4,0.10663,0.8882688127756119
image_05001.jpg,70 subsampling 4:4:4,0.13567,0.9721182129979133
image_05001.jpg,90 subsampling 4:4:4,0.20557,0.9836205879449845
image_06339.jpg,10 subsampling 4:4:4,0.05793,0.684590517282486
image_06339.jpg,50 subsampling 4:4:4,0.1325,0.8931531534790993
image_06339.jpg,70 subsampling 4:4:4,0.16913,0.9807063345909119
image_06339.jpg,90 subsampling 4:4:4,0.2573,0.9887576179504394
divano1.jpeg,10 subsampling 4:4:4,0.04033,0.8911095280051232
divano1.jpeg,50 subsampling 4:4:4,0.0591,0.9686297271251678
divano1.jpeg,70 subsampling 4:4:4,0.0666,0.9955951352119445
divano1.jpeg,90 subsampling 4:4:4,0.08293,0.9976356047987938
image_02530.jpg,10 subsampling 4:4:4,0.0437,0.7347867479324341
image_02530.jpg,50 subsampling 4:4:4,0.08867,0.9165129704475403
image_02530.jpg,70 subsampling 4:4:4,0.11083,0.9778455923795701
image_02530.jpg,90 subsampling 4:4:4,0.16413,0.988244994699955
image_00264.jpg,10 subsampling 4:4:4,0.04203,0.7317515586018563
image_00264.jpg,50 subsampling 4:4:4,0.08,0.9153492817282678
image_00264.jpg,70 subsampling 4:4:4,0.09593,0.9786083643436432
image_00264.jpg,90 subsampling 4:4:4,0.13893,0.989606392800808
image_08017.jpg,10 subsampling 4:4:4,0.05367,0.7186637374162674
image_08017.jpg,50 subsampling 4:4:4,0.11883,0.9086670976281166
image_08017.jpg,70 subsampling 4:4:4,0.14977,0.9824928644299508
image_08017.jpg,90 subsampling 4:4:4,0.22423,0.9909034624099732
image_00209.jpg,10 subsampling 4:4:4,0.0523,0.7130992534160614
image_00209.jpg,50 subsampling 4:4:4,0.12283,0.9173976112604141
image_00209.jpg,70 subsampling 4:4:4,0.1501,0.9862626807689667
image_00209.jpg,90 subsampling 4:4:4,0.22667,0.9928848434686661
